# Results for 200 trials
# n   time (msec)
# ---------------
5  3
10  3
15  1
20  1
25  1
30  3
35  3
40  1
45  2
50  1
55  2
60  4
65  8
70  3
75  2
80  5
85  3
90  3
95  6
100  3
105  2
110  2
115  4
120  3
125  2
130  2
135  4
140  3
145  3
150  3
155  4
160  3
165  3
170  3
175  6
