# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  3
20  1
25  0
30  1
35  7
40  1
45  2
50  2
55  1
60  1
65  1
70  0
75  0
80  1
85  1
90  1
95  0
100  0
105  2
110  1
115  1
120  1
125  2
130  1
135  1
140  3
145  2
150  2
155  4
160  2
165  2
170  2
175  5
