# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  0
20  1
25  2
30  1
35  4
40  1
45  0
50  2
55  1
60  1
65  1
70  1
75  1
80  1
85  2
90  3
95  3
100  4
105  3
110  5
115  6
120  4
125  5
130  15
135  6
140  9
145  9
150  14
155  10
160  8
165  9
170  8
175  9
