# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  1
20  0
25  1
30  1
35  3
40  0
45  1
50  0
55  1
60  1
65  1
70  0
75  1
80  1
85  1
90  2
95  1
100  2
105  1
110  1
115  4
120  2
125  2
130  2
135  1
140  2
145  2
150  1
155  2
160  2
165  1
170  3
175  4
