# Results for 1000 trials
# n   time (msec)
# ---------------
1  1
2  2
3  0
4  4
5  1
6  9
7  7
8  1
9  1
10  1
11  2
12  2
13  8
14  7
15  8
16  3
17  10
18  5
19  3
20  3
21  4
22  4
23  8
24  5
25  5
26  2
27  4
28  3
29  4
30  5
31  7
32  6
33  6
34  6
35  5
36  4
37  4
38  4
39  2
40  3
41  9
42  5
43  3
44  4
45  4
46  3
47  3
48  4
49  3
50  4
