# Results for 1000 trials
# n   time (msec)
# ---------------
1  0
2  0
3  1
4  0
5  0
6  0
7  0
8  0
9  0
10  1
11  1
12  0
13  0
14  0
15  1
16  2
17  1
18  1
19  1
20  1
21  1
22  1
23  1
24  1
25  0
26  1
27  1
28  1
29  1
30  1
31  2
32  5
33  2
34  4
35  2
36  3
37  2
38  2
39  3
40  3
41  5
42  3
43  2
44  2
45  4
46  5
47  3
48  3
49  3
50  5
